"goodreads_book_id","tag_id","count"
11,5207,1201
11,5481,105
11,5751,342
11,5776,114
11,7404,598
11,7457,2829
11,7725,1439
11,8055,127
11,8717,11955
11,9221,322
11,9477,102
11,9801,309
11,10197,232
11,10210,151
11,10644,287
11,11287,123
11,11305,3428
11,11370,521
11,11376,189
11,11491,111
11,11497,180
11,11505,149
11,11557,10173
11,11590,951
11,11743,7012
11,12663,213
11,12680,833
11,15048,4397
11,15060,185
11,15067,1439
11,15169,149
11,17213,285
11,18045,333
11,18367,224
11,20282,115
11,20731,114
11,20774,171
11,20849,184
11,21989,225
11,22034,516
11,22689,122
11,22743,1555
11,22753,421
11,24960,323
11,25149,133
11,25150,170
11,25151,155
11,25152,122
11,25167,117
11,25234,108
11,25506,105
11,25765,120
11,26636,240
11,26771,9773
11,26774,204
11,26785,1193
11,26816,224
11,26837,10977
11,26838,102
11,26842,294
11,26894,1813
11,26897,444
11,27199,983
11,27398,630
11,27403,124
11,28235,289
11,28300,202
11,30521,399
11,30573,148
11,30574,32303
11,30860,110
11,31505,110
11,32586,161
11,32989,129
11,33114,307
13,1691,141
13,5207,495
13,7457,551
13,7725,370
13,8717,8571
13,9221,208
13,11305,933
13,11370,127
13,11557,3245
13,11590,225
13,11743,1979
13,12680,178
13,15048,1225
13,15067,293
13,17213,134
13,18045,106
13,20774,121
13,20849,106
13,22034,135
13,22743,839
13,22753,163
13,26771,2478
13,26785,347
13,26837,2614
13,26894,503
13,26897,131
13,27199,196
13,27398,160
13,30521,101
13,30574,75870
21,1416,125
21,3358,114
21,3371,173
21,3389,365
21,3392,297
21,5207,335
21,8717,12685
21,9221,196
21,10197,116
21,11557,1614
21,11590,154
21,14467,150
21,14552,3160
21,15048,340
21,15067,121
21,17213,177
21,18045,175
21,21689,1121
21,21773,1845
21,22743,573
21,22753,156
21,23471,137
21,23569,186
21,23996,192
21,25562,126
21,26816,1040
21,30521,217
21,30574,33603
21,30755,130
21,31505,117
24,3371,121
24,3389,148
24,3392,117
24,3461,395
24,4522,101
24,8717,1558
24,11557,366
24,14552,114
24,15048,572
24,15067,174
24,19733,267
24,21689,1971
24,21773,702
24,22743,150
24,30574,1009
24,31155,2312
25,4605,138
25,10891,154
25,15048,603
25,19733,354
25,19742,107
25,21689,144
25,21773,540
25,22743,115
25,30574,816
26,8717,709
26,11557,108
26,15048,362
26,15067,126
26,19733,190
26,21689,1104
26,21773,390
26,22743,107
26,30574,27858
26,31155,1536
27,8717,838
27,10932,132
27,11557,141
27,15048,329
27,15067,163
27,19733,180
27,21689,1120
27,21773,362
27,22743,102
27,30574,31357
27,31155,1827
28,4522,107
28,4605,107
28,5207,123
28,8717,1916
28,10641,190
28,11557,231
28,15048,509
28,15067,305
28,19733,306
28,19742,101
28,21689,2006
28,21773,653
28,22743,167
28,30574,35420
28,31155,2191
28,31186,109
29,8717,867
29,14552,151
29,15048,170
29,17591,122
29,21689,410
29,21773,167
29,30574,5492
30,7404,108
30,11305,105
30,11743,322
30,30574,692
33,1642,119
33,1691,597
33,2104,250
33,5090,124
33,5207,1015
33,5751,172
33,6828,104
33,7404,791
33,7423,100
33,7457,3904
33,8717,11180
33,9221,495
33,10644,138
33,10729,234
33,10731,376
33,11305,13690
33,11370,292
33,11376,143
33,11497,163
33,11505,198
33,11557,8090
33,11590,811
33,11743,3758
33,14361,324
33,15169,130
33,15979,158
33,17213,150
33,18045,185
33,18367,353
33,18566,100
33,18886,196
33,19959,122
33,20774,226
33,20849,199
33,21989,130
33,22034,290
33,22689,102
33,22743,1349
33,22753,386
33,24960,213
33,26771,168
33,26774,102
33,26785,566
33,26837,142
33,26842,164
33,26897,204
33,27199,452
33,27535,135
33,30521,136
33,30574,116442
33,30909,609
33,33114,278
34,1416,174
34,1642,439
34,1659,310
34,1691,1555
34,2104,385
34,3358,141
34,3371,202
34,3389,339
34,3392,313
34,5090,293
34,5207,2770
34,5444,115
34,5751,289
34,5776,152
34,6828,201
34,7404,1686
34,7423,190
34,7457,7966
34,8717,1457
34,9221,618
34,9638,118
34,10197,134
34,10210,114
34,10491,155
34,10644,263
34,10729,471
34,10731,1020
34,11290,158
34,11305,31618
34,11314,118
34,11340,166
34,11372,127
34,11376,273
34,11396,157
34,11497,239
34,11505,218
34,11557,943
34,11574,126
34,11590,1116
34,11743,7187
34,11773,184
34,14064,119
34,14361,974
34,14764,116
34,15169,346
34,15979,502
34,17213,224
34,18045,316
34,18367,553
34,18566,439
34,18615,183
34,18886,638
34,19959,264
34,20282,128
34,20547,118
34,20570,148
34,20774,474
34,20781,113
34,20824,124
34,20849,369
34,21989,298
34,22034,581
34,22330,152
34,22352,132
34,22689,220
34,22743,617
34,22753,945
34,22944,124
34,24960,511
34,24964,115
34,25150,115
34,25151,156
34,25152,125
34,25234,180
34,25765,202
34,26256,194
34,26771,328
34,26774,197
34,26785,1223
34,26837,343
34,26842,308
34,27199,1364
34,27403,134
34,27535,142
34,28300,119
34,29190,253
34,29316,131
34,29925,126
34,30521,251
34,30573,167
34,30574,15494
34,30909,1189
34,31505,147
34,32130,114
34,32989,178
34,33114,654
36,11305,104
36,30574,3492
50,1691,934
50,5207,281
50,6828,451
50,6829,136
50,6838,184
50,6857,358
50,6888,326
50,6895,289
50,6914,111
50,6920,108
50,6953,610
50,6960,154
50,7404,165
50,7457,735
50,7852,131
50,8717,2212
50,11557,890
50,11743,1587
50,12315,160
50,14046,128
50,16799,156
50,16805,102
50,17124,280
50,17129,143
50,19974,339
50,19983,145
50,21457,183
50,21466,102
50,22034,108
50,22743,231
50,25114,253
50,25191,100
50,25438,524
50,26735,472
50,26740,160
50,27199,199
50,29045,642
50,29452,142
50,30574,790
50,32989,691
50,33012,105
50,33114,2121
50,33165,123
67,1753,138
67,4949,187
67,5207,107
67,8717,824
67,11557,211
67,11743,212
67,14487,682
67,22743,104
67,24609,310
67,24624,168
67,30574,8621
93,5207,358
93,6828,386
93,6829,110
93,6838,185
93,6857,754
93,6888,508
93,6895,404
93,6953,911
93,6960,204
93,7404,573
93,7457,2886
93,8717,819
93,11557,676
93,11590,149
93,11743,858
93,14487,233
93,17124,246
93,17129,106
93,22743,323
93,22753,121
93,30574,27829
93,32989,109
93,33114,325
98,8717,606
98,21773,118
98,23005,208
98,30574,1217
105,8717,352
105,9221,151
105,10007,317
105,11305,210
105,11557,144
105,11743,439
105,22743,227
105,26771,1029
105,26785,119
105,26837,1356
105,26894,266
105,27398,141
106,5207,147
106,7457,155
106,9221,242
106,10007,391
106,11305,620
106,11557,362
106,11743,1080
106,12479,108
106,22743,465
106,26785,294
106,26837,607
106,26894,573
106,26897,141
106,27199,168
106,27398,274
106,28247,131
112,5207,111
112,7457,110
112,9221,208
112,10007,373
112,11305,478
112,11557,349
112,11743,887
112,22743,380
112,26771,2136
112,26785,248
112,26837,2762
112,26894,484
112,26897,128
112,27398,253
112,28247,113
117,8717,469
117,9221,161
117,10007,331
117,11305,229
117,11557,147
117,11743,501
117,22743,235
117,26771,1151
117,26785,140
117,26837,1535
117,26894,294
117,27398,164
117,30574,12731
119,30574,2949
122,1746,271
122,4949,213
122,5207,108
122,7457,126
122,8717,1345
122,11557,843
122,11743,1102
122,14487,465
122,22743,105
122,30574,29584
231,8717,347
231,11557,130
231,11743,536
231,30574,5250
249,7457,226
249,11557,118
249,11743,271
249,30574,449
250,7457,150
250,8717,236
250,11557,128
250,11743,363
250,30574,1592
264,2277,132
264,2313,118
264,5207,243
264,7404,391
264,7457,2632
264,11557,420
264,11743,1053
264,14487,116
264,18367,226
264,22034,131
264,22743,256
275,7457,262
275,8717,503
275,11557,383
275,11743,656
275,12452,130
275,12553,330
275,12568,120
275,22743,107
275,26138,155
275,30574,17593
291,30574,161
295,1542,129
295,1691,1887
295,3371,110
295,3389,175
295,3392,155
295,4949,109
295,5207,847
295,5751,153
295,5776,101
295,6828,250
295,6857,494
295,6888,304
295,6895,217
295,6953,632
295,6960,110
295,7404,1655
295,7417,118
295,7423,257
295,7457,8727
295,7478,151
295,8717,16226
295,9221,282
295,10197,188
295,10210,199
295,10644,144
295,11305,412
295,11557,1164
295,11590,103
295,11743,3299
295,14467,256
295,14487,724
295,15169,111
295,17124,176
295,17213,597
295,18045,157
295,18367,512
295,20774,166
295,20811,131
295,20849,173
295,21989,133
295,22034,304
295,22743,929
295,22753,298
295,23679,481
295,26735,170
295,30521,102
295,30574,108955
295,32989,187
295,33114,769
304,7404,122
304,7457,830
304,8717,571
304,11557,114
304,11743,349
304,30574,323
320,1416,376
320,1642,176
320,1659,188
320,2104,187
320,3389,102
320,4949,417
320,5051,101
320,5207,893
320,7404,920
320,7423,132
320,7457,5578
320,7478,186
320,7686,231
320,8055,175
320,8067,128
320,8346,123
320,8717,386
320,9221,263
320,9477,215
320,9484,154
320,9638,122
320,9886,106
320,10862,148
320,11505,150
320,11557,318
320,11570,134
320,11590,581
320,11743,262
320,12767,134
320,12869,124
320,12948,141
320,14467,153
320,15169,144
320,17213,107
320,17639,519
320,17640,348
320,17645,201
320,18045,251
320,18292,108
320,18318,166
320,18326,318
320,18367,1174
320,18896,364
320,20731,126
320,20774,185
320,20849,235
320,21374,140
320,21656,168
320,21662,181
320,21989,510
320,22034,897
320,22330,103
320,22689,111
320,22743,1207
320,22753,441
320,26138,114
320,26256,159
320,26735,122
320,27535,112
320,28189,213
320,28190,107
320,28261,455
320,28269,139
320,30521,391
320,30573,149
320,30574,4805
320,30635,131
320,30672,153
320,31133,174
320,31140,105
320,32586,160
320,32799,104
343,1642,147
343,4949,196
343,5207,512
343,7404,210
343,7457,1307
343,8055,158
343,8517,516
343,8717,4119
343,9221,172
343,9886,110
343,11305,310
343,11557,3262
343,11590,498
343,11743,2637
343,12452,233
343,13098,471
343,13109,244
343,13116,129
343,13446,134
343,14467,474
343,14487,1473
343,14552,106
343,14821,888
343,18045,117
343,18326,108
343,18367,303
343,18919,160
343,20656,102
343,20939,554
343,21989,211
343,22034,350
343,22743,609
343,22753,236
343,26735,137
343,29076,111
343,30358,493
343,30521,198
343,30574,107894
348,11557,111
348,11743,204
348,26771,475
348,26837,764
348,26894,133
348,27398,107
348,30464,163
348,30574,937
350,1416,113
350,3389,132
350,5207,162
350,7404,264
350,7457,914
350,8717,3012
350,9221,178
350,11305,424
350,11370,130
350,11557,1291
350,11743,2069
350,14209,101
350,14983,104
350,18045,121
350,22034,144
350,22743,445
350,23471,136
350,25647,118
350,26771,3641
350,26785,480
350,26816,125
350,26837,4665
350,26842,154
350,26894,846
350,26897,207
350,27398,397
350,28300,135
350,30521,104
350,30574,4020
353,8717,313
353,11557,170
353,11743,252
353,22743,116
353,26771,544
353,26837,931
353,26894,164
353,27398,111
353,30574,8265
355,11305,217
355,11743,240
355,26771,326
355,26837,484
355,30574,2841
357,5207,130
357,7725,249
357,8717,345
357,9221,179
357,9801,161
357,11305,1018
357,11557,407
357,11743,1074
357,12680,113
357,15048,221
357,15067,348
357,20939,377
357,22743,315
357,26771,762
357,26785,149
357,26837,924
357,26894,174
357,27199,101
357,30574,8024
359,7725,113
359,8717,151
359,11305,198
359,11557,140
359,11743,155
359,15067,172
359,21689,160
359,22743,187
359,26771,422
359,26837,505
359,30574,2651
360,1691,105
360,5207,308
360,7457,120
360,7725,381
360,8717,621
360,9221,194
360,9801,189
360,11305,519
360,11557,440
360,11743,1318
360,12680,151
360,15048,1162
360,15067,468
360,22743,477
360,22753,133
360,26771,2060
360,26785,241
360,26837,2434
360,26894,403
360,27199,237
360,27398,158
360,30574,25198
365,5207,161
365,8717,868
365,9221,188
365,9801,162
365,11305,344
365,11557,211
365,11743,452
365,12680,158
365,15048,295
365,15067,118
365,17213,121
365,20939,199
365,22743,368
365,26771,422
365,26785,202
365,26837,489
365,26894,268
365,26897,100
365,27199,167
365,27398,139
365,30574,3562
378,1691,315
378,2104,134
378,4949,107
378,5207,401
378,6828,512
378,6829,105
378,6838,284
378,6857,835
378,6888,747
378,6895,542
378,6914,180
378,6920,149
378,6953,1441
378,6960,301
378,6976,114
378,6977,104
378,7404,325
378,7457,1334
378,8717,1929
378,11305,2880
378,11505,103
378,11557,3461
378,11590,138
378,11743,1777
378,15048,295
378,16799,214
378,16805,124
378,17124,541
378,17129,249
378,18045,113
378,19974,386
378,22034,107
378,22743,392
378,24960,142
378,25014,101
378,26735,160
378,30574,55030
378,32989,437
378,33114,999
378,33165,138
386,19733,280
386,21689,182
386,30574,565
400,8717,388
400,11557,126
400,11743,407
400,14487,128
400,30574,5798
415,1416,109
415,2277,123
415,5207,101
415,8717,235
415,11557,180
415,11743,378
415,14487,168
415,22034,153
415,22743,216
415,24080,114
415,26771,142
415,26837,234
415,30521,124
415,30574,24664
415,32130,115
424,8717,1404
424,10891,188
424,11557,134
424,14552,105
424,19733,125
424,21689,246
424,21773,482
424,27669,101
424,30574,4161
428,7457,123
428,30574,445
431,2277,163
431,5207,123
431,8055,141
431,8717,271
431,11557,557
431,11743,1071
431,18367,154
431,20939,301
431,21437,127
431,22034,139
431,22743,188
431,30574,3213
432,8717,156
432,11743,261
432,20939,126
432,30574,5159
446,8717,313
446,11557,154
446,11743,406
446,30574,6029
447,8717,314
447,11743,284
447,30574,141
449,11743,272
449,30574,3880
456,8717,167
456,11743,261
456,30574,484
475,2705,134
475,8717,2645
475,14552,560
475,21689,575
475,21773,230
475,26816,222
475,30574,52981
597,8717,248
597,11557,168
597,19733,116
597,20673,304
597,21689,416
597,21773,163
597,30574,14205
599,5207,131
599,8683,111
599,8717,1358
599,10891,473
599,11557,470
599,15048,333
599,20673,162
599,21689,1229
599,21773,544
599,22743,138
599,23970,231
599,30574,12293
621,8717,213
621,11937,146
621,21689,115
621,30574,6392
629,1416,230
629,4605,115
629,5207,209
629,5870,144
629,7404,117
629,7457,494
629,8717,10483
629,9221,129
629,11557,1020
629,11743,1374
629,18045,102
629,18367,181
629,19733,184
629,21689,1196
629,21773,441
629,22034,120
629,22743,365
629,22753,107
629,23471,2932
629,24526,195
629,25647,157
629,27095,121
629,28341,165
629,28384,305
629,30574,15855
629,31155,297
629,31505,141
629,33244,122
647,5951,120
647,8717,368
647,10245,209
647,11557,105
647,21689,973
647,21773,238
647,22743,103
647,23931,417
647,28052,122
647,30574,1602
662,1416,251
662,2277,105
662,3371,110
662,3389,132
662,3392,102
662,3704,180
662,5207,412
662,5951,114
662,6235,111
662,7404,570
662,7457,3165
662,7478,102
662,8717,273
662,9221,173
662,10059,295
662,10064,256
662,10245,198
662,11557,2290
662,11743,4365
662,12948,116
662,17213,135
662,18367,522
662,20849,106
662,21989,131
662,22034,289
662,22159,149
662,22743,626
662,22753,182
662,23471,1698
662,23909,174
662,23931,421
662,26771,146
662,26837,326
662,30574,12653
662,31505,103
665,8717,514
665,21689,206
665,23471,537
665,30574,9753
667,3704,113
667,5207,237
667,7404,279
667,7457,439
667,8717,424
667,10059,679
667,10064,675
667,11305,104
667,11557,922
667,11743,1934
667,17213,153
667,18367,240
667,22034,124
667,22743,317
667,23471,723
667,23931,134
667,25114,140
667,26735,252
667,26771,380
667,26837,517
667,30574,7047
668,7457,291
668,22743,107
668,23471,231
668,30574,529
676,8717,221
676,11557,147
676,23831,1355
676,30574,9349
698,4949,161
698,8717,153
698,11743,454
698,30574,4108
703,2173,203
703,8717,633
703,11743,431
703,14487,371
703,18367,101
703,30574,7445
706,5207,134
706,7725,376
706,8717,308
706,11557,191
706,11743,141
706,12680,145
706,14552,336
706,15048,1583
706,15067,148
706,21689,874
706,21773,401
706,22743,200
706,23909,123
706,23931,559
706,26636,158
706,30574,36492
760,7457,143
760,8717,773
760,11557,235
760,11743,812
760,17639,107
760,18367,148
760,18919,115
760,21989,108
760,22034,106
760,22743,132
760,26138,124
760,30574,19313
771,3288,117
771,8717,109
771,11557,233
771,21773,484
771,22743,206
771,23569,741
771,23996,104
771,26816,2944
771,30574,2147
816,1416,118
816,8617,108
816,8717,4016
816,8755,305
816,9221,127
816,11305,124
816,11557,920
816,11743,1892
816,14467,189
816,14487,655
816,14552,142
816,17213,172
816,22743,409
816,26771,1184
816,26785,155
816,26816,132
816,26837,1536
816,26894,369
816,27398,181
816,30358,222
816,30574,48722
816,32130,152
822,8717,363
822,11305,162
822,11557,163
822,11743,495
822,14467,145
822,14487,457
822,26771,142
822,26837,214
822,30574,2695
823,1416,113
823,8717,1961
823,11305,318
823,11557,222
823,11743,856
823,14467,219
823,14487,806
823,14552,149
823,22743,202
823,26771,284
823,26837,412
823,30574,18802
825,8717,267
825,11743,369
825,26771,190
825,26837,271
825,30574,4142
830,1416,128
830,3389,183
830,3392,136
830,5207,128
830,7457,100
830,8717,3929
830,8751,105
830,8755,1424
830,9221,152
830,10059,330
830,10064,201
830,10197,115
830,11305,325
830,11370,115
830,11557,1581
830,11590,114
830,11743,2190
830,17213,169
830,18045,118
830,22034,154
830,22743,461
830,26771,3277
830,26785,353
830,26816,125
830,26837,3911
830,26894,908
830,26897,177
830,27398,444
830,28300,187
830,30521,108
830,30574,4409
840,5951,112
840,8717,2403
840,9318,615
840,11557,151
840,21689,328
840,21773,125
840,30574,16424
840,31678,142
865,1416,165
865,1642,384
865,1659,358
865,1691,670
865,1746,124
865,2104,179
865,3371,146
865,3389,308
865,3392,246
865,4949,1232
865,4959,117
865,4985,100
865,5051,223
865,5090,198
865,5207,1360
865,5481,184
865,5655,102
865,5656,119
865,7404,576
865,7457,3089
865,7563,321
865,7606,125
865,8055,520
865,8067,236
865,8717,26269
865,9221,265
865,9886,145
865,10197,179
865,10210,131
865,10644,204
865,11106,104
865,11305,2297
865,11497,274
865,11505,175
865,11557,8698
865,11574,126
865,11590,570
865,11743,9712
865,11978,198
865,12315,101
865,12948,330
865,14487,334
865,15169,191
865,15624,128
865,15626,840
865,15642,144
865,17213,240
865,17640,106
865,18045,333
865,18318,116
865,18326,216
865,18367,814
865,18919,405
865,20282,110
865,20731,124
865,20774,334
865,20824,118
865,20849,297
865,21689,113
865,21989,744
865,22034,1194
865,22545,116
865,22689,159
865,22743,1597
865,22753,567
865,23150,889
865,23334,111
865,23465,184
865,23471,1979
865,24960,207
865,25150,134
865,25151,155
865,25152,159
865,25153,116
865,25506,102
865,25647,238
865,26138,101
865,26735,235
865,27095,452
865,27111,109
865,27535,163
865,28341,732
865,28384,961
865,29614,110
865,30521,374
865,30573,107
865,30574,596234
865,30672,136
865,31133,142
865,31155,198
865,31505,107
865,32586,127
865,33114,166
880,8717,354
880,11743,532
880,14467,247
880,14487,1215
880,14552,178
880,15924,105
880,30574,5809
890,1642,481
890,1659,366
890,2104,126
890,2271,114
890,2277,679
890,2287,149
890,2312,310
890,2313,677
890,3389,118
890,3392,118
890,3885,221
890,4949,162
890,5090,161
890,5153,126
890,5207,1205
890,5481,110
890,6131,125
890,6828,100
890,7404,3446
890,7417,290
890,7422,243
890,7423,512
890,7457,19214
890,7472,106
890,7478,256
890,7563,657
890,8717,237
890,9221,208
890,9886,289
890,10197,111
890,10644,253
890,11497,105
890,11505,148
890,11557,5732
890,11590,543
890,11743,9439
890,12315,624
890,12600,193
890,12948,293
890,14370,644
890,14467,460
890,14487,1433
890,15169,149
890,16563,248
890,17213,156
890,18045,286
890,18292,117
890,18318,193
890,18326,324
890,18367,1688
890,20282,316
890,20774,208
890,20849,186
890,21656,100
890,21989,355
890,22025,191
890,22027,108
890,22034,790
890,22689,114
890,22743,1113
890,22753,406
890,24960,277
890,25114,930
890,25150,135
890,25151,136
890,25152,141
890,25167,150
890,25171,150
890,25191,296
890,25438,227
890,25761,183
890,25765,101
890,26251,116
890,26256,198
890,26735,2042
890,26740,607
890,26752,215
890,26754,296
890,28623,215
890,29716,178
890,30521,425
890,30573,182
890,30574,12443
890,30635,155
890,31103,143
890,31656,159
890,32586,136
890,33114,339
900,8717,751
900,21689,418
900,24526,142
900,30574,7612
902,4949,124
902,5207,291
902,6828,240
902,6838,156
902,6857,318
902,6888,341
902,6895,239
902,6953,595
902,6960,104
902,7404,123
902,7457,427
902,8717,1545
902,11557,1974
902,11743,1173
902,16799,167
902,16805,118
902,17124,254
902,17129,112
902,18045,113
902,19974,419
902,19983,103
902,20926,201
902,20939,2666
902,20994,128
902,21457,370
902,21470,117
902,22743,233
902,24960,134
902,25114,103
902,25438,139
902,26735,219
902,30574,53759
902,32989,645
902,33114,1416
903,6828,134
903,6857,154
903,6888,167
903,6953,253
903,8717,247
903,11557,183
903,11743,280
903,17124,102
903,19974,126
